Institute,code,level,learning_outcomes
Otago,IN511001/IX511001,5," Build interactive, event-driven GUI applications using pre-built components. Declare and implement user-defined classes using encapsulation, inheritance and polymorphism. "
Otago,IN512002/IX512002,5," Develop simple web-based applications using industry relevant client/server-side programming languages and basic client/server communication.  Use industry relevant tools and workflows in the development of web-based applications. "
Otago,IN515001/IX515001,5," Design and build a simple local area network using device addressing schemes and basic network configurations.  Configure and troubleshoot end-to-end connectivity between local and remote networks using security best practices. "
Otago,IN520003/IX520002,5," Install and configure operating systems on devices for functionality and network connectivity.  Select and apply systems tools, command line and scripting to configure, maintain, and secure operating systems in local and virtual settings.  Troubleshoot hardware and operating system faults for the main components of a computer. "
Otago,IN521001/IX521001,5," Use the mathematical structures and algorithms that underpin digital systems. Apply mathematical methods to solve problems that are sited in an Information Technology context. "
Otago,IN530151,5," Analyse a specific topic whilst applying the underlying principles and concepts to the field of study. "
Otago,IN606001,6," Analyse user requirements to inform technical project work and produce user-centric functionality. Employ ethical and sustainable development methodologies and tools in a team environment. "
Otago,IN622001,6," Select and apply industry-standard tools and processes to solve non-trivial problems in a team environment. Analyse and manage development challenges to create production-quality outputs. "
Otago,IN605001/IX605001,6," Plan and build a normalised relational database to solve a specified problem. Use syntactically correct SQL to write database queries that ensure data integrity. "
Otago,IN607001,6," Design and build  secure applications with dynamic database functionality following an appropriate software development methodology. "
Otago,IN502001,5," Communicate appropriately in informal and semi-formal written and verbal contexts. Discern functional and non-functional aspects within a problem domain in the context of data modelling. Use collaboration tools and workflows to contribute to a simple group project. "
Otago,IN608001,6," Apply design patterns and programming principles using software development best practices. Design and implement full-stack applications using industry relevant programming languages. "
Otago,IN615008,6," Design and build a network for availability and redundancy.           Configure and troubleshoot flexible local area networks using virtual and wireless technologies. "
Otago,IN616001,6," Perform automated user and permissions management in a computing system. Analyse and manage process, memory, storage, and network management modules in operating systems. Evaluate the design and process models of contemporary operating systems. "
Otago,IN609001,6," Identify the key tools/services for administering different computing systems Develop advanced shell scripts to automate system administration tasks Use cloud and directory services for enterprise computing infrastructure "
Otago,IN620001,6," Analyse the parameters of a problem domain that can be solved with an embedded systems solution. Implement a complete embedded systems solution that meets the requirements of solving a problem domain. "
Otago,IN621001,6," Apply core electronic and mechanical principles to robotics/automated systems design. Design a robotics/automated solution to a specified problem following principles of interaction design. Use an appropriate software development platform to implement simple interactive robotics/automated systems. "
Otago,IN630151,6," Examine and discuss a specific topic whilst applying the underlying principles and concepts to the field of study. "
Otago,IN728001,7," Analyse real-world problems and create IT systems to solve them; Apply technical and theoretical skills to unfamiliar and complex situations; Contribute as a member of a team in a structured development process. "
Otago,IN732001,7," Critically evaluate and apply a range of processes to unfamiliar and complex problems. Engage in advanced study in specialist areas. Demonstrate responsibility for leadership within a project group. "
Otago,IN703001,7," Design, create, implement and evaluate a computer-based tutorial to teach technical skills or knowledge to a specified audience. Design, conduct and evaluate a blended IT training programme to meet a specified set of needs including Treaty of Waitangi considerations. "
Otago,IN733001,7," Plan, execute and document the testing process using automated and manual tests. Analyse and critique industry standard software testing theory, the significance of software testing and its place in the software development life cycle. "
Otago,IN705001/IX705001,7," Implement troubleshooting techniques to solve complex database performance issues. Design and develop relational databases to meet specified requirements that are subject to high-availability, high-reliability, security, and performance constraints. Critically analyse database administrator tasks in order to determine a management approach. "
Otago,IN724001/IX724001,7," Analyse and apply information security best practices to mitigate common applications, network and system security vulnerabilities for enterprise networks Examine essential cryptography concepts and implement appropriate solutions to maintain information security requirements for modern information systems "
Otago,IN730001,7," Critically evaluate and implement a range of programming paradigms to solve unfamiliar problems. Create efficient full-stack applications using advanced industry techniques, tools and frameworks. "
Otago,IN711002,7," Evaluate the ecosystem of algorithmic tools available to produce efficient software. Implement appropriate algorithms and data structures to solve nontrivial computational problems. Optimize the usage of computational resources while programming. "
Otago,IN721001/IX721001,7," Implement and publish complete, non-trivial, industry-standard mobile applications following sound architectural and code-quality standards  Identify relevant use cases for a mobile computing scenario and incorporate them into an effective user experience design. Follow industry standard software engineering practice in the design of mobile applications. "
Otago,IN727001,7," Analyze the principles, advantages, limitations, applications and implications of data-driven artificial intelligence to be a productive and responsible practitioner. Choose, implement and evaluate models to solve machine learning problems. Apply data science techniques to fetch, scrub, explore, manipulate, visualize, evaluate and interpret complex quantitative data. "
Otago,IN734001,7," Implement advanced system operations and administration tasks for Information Technology systems. Formulate disaster recovery and mitigation policies for enterprise infrastructures. Discuss aspects of ethics and social responsibility in a systems administration role. Use a configuration management scheme for systems operation and management. "
Otago,IN729002,7," Use advanced front-end technologies and workflows to efficiently develop high-quality user interfaces.  Design and build optimal solutions to complex user experience problems. "
Otago,IN720001/IX720001,7," Plan, install and configure a virtual infrastructure with storage and networking Deploy virtual machines and virtual applications in cloud platforms Establish, monitor and troubleshoot service levels for enterprise cloud infrastructure Critically analyse key performance factors in virtualised systems. "
Otago,IN723001,7," Design and implement scalable, fault tolerant solutions for facilitating high performance local area and wide area networks. Design and implement policies to provide network security and increased performance. Investigate and evaluate new industry technologies for the purpose of increasing network flexibility and performance. "
Otago,IN735001,7," Design and implement scalable and secure solutions for enterprise networks. Implement network management and monitoring services to provide increased networking availability and integrity. Investigate and evaluate how virtualisation, automation and controller-based architectures affect modern networks. "
Otago,IN736001 / IX736001,7,"Analyse models, methodologies and standards in cloud-based information systems infrastructure Critically analyse IoT systems architecture, components, and applications in relation to the cloud Construct technical design specification and develop IoT solutions to be deployed on the cloud"
Otago,IN737001 / IX737001,7,"Design and develop a game using industry standard tools, technologies and practices."
Otago,IN738001 / IX738001,7,"Select and apply business analysis theories, methods, and tools to solve organisational issues.  Analyse characteristics of business problems and the use of artificial intelligence for achieving business intelligence. Analyse data and apply data analytics processes to propose justified recommendations for organisational problems."
Otago,IN730151/IX730151,7," Critically analyse a specific topic whilst applying the underlying principles and concepts to the field of study. "
Otago,IN550001,5,"The outcomes for the “unspecified credit” are not described here, as they are, by definition, external.  To be eligible for this paper, the learning outcome of the external papers taken must not significantly overlap with other papers undertaken by that learner."
Otago,IN650001,6,"The outcomes for the “unspecified credit” are not described here, as they are, by definition, external.  To be eligible for this paper, the learning outcome of the external papers taken must not significantly overlap with other papers undertaken by that learner."
Otago,IN750001,7,"The outcomes for the “unspecified credit” are not described here, as they are, by definition, external.  To be eligible for this paper, the learning outcome of the external papers taken must not significantly overlap with other papers undertaken by that learner."
NorthTec,704.7I730,7," Evaluate the role, function and approaches to electronic data interchange (EDI). Implement systems using B2B e-commerce.  "
NorthTec,704.7T700,7," Design a complex network to meet user requirements. Integrate a network with a multi-user system. Analyse and apply the concepts of network administration.  "
NorthTec,704.7D726,7," Evaluate Internet application frameworks with regards to web application development. Evaluate and implement Internet server based database management systems. Construct a web based Internet enabled application. Apply XML (Extensible Markup Language).  "
NorthTec,704.5T507,5," Migrate a web solution from development to a testing environment. Create and use a test plan for a web solution. Move a solution from a test environment to a live platform. Configure applications to meet requirements and obtain client acceptances. Produce user training material.  "
NorthTec,704.6D630,6," Use of a range of generic software tools to increase productivity in a business environment. Solve business problems by correctly identifying the business requirements, designing and developing a solution using appropriate software tools. Extract, disseminate and organise information to produce management reports to aid in the decision making processes of a business organisation.  "
NorthTec,704.7I798,7," Negotiate a project plan and learning contract to meet project proposal. Develop a proposal identifying the project objectives, systems requirements, conceptual design, specifications and project plan to meet end user requirements. Develop a working system or prototype to meet project proposal. Develop a test plan to test the system.  "
NorthTec,704.5O550,5," Demonstrate oral presentation and writing skills that are clear, concise, courteous and correct, using currently recognised business formats. Demonstrate and apply an understanding of communication theories and Interpersonal communication process in a business setting. Evaluate the impact and influence of positive and effective communication management on organisational performance in a business setting. Construct reports on a technical subject from information system (IS), information technology (IT) and communications technology. Investigate the nature and significance of identity, culture and values, and demonstrate their relevance to the communication process.  "
NorthTec,704.6T650,6," Explain the internal operation of computing hardware and the functions of the basic system’s programs: processors, registers memory, device controller interrupt techniques, DMA. Use commands for a multi-user operating system. Compare techniques and algorithms used in memory management and file systems. Analyse the characteristics and performance of networks.  "
NorthTec,704.5T550,5," Install and configure hardware resources including PCs, laptops and mobile devices. Demonstrate skills in networking including internet concepts. Install and configure systems software. Carry out hardware and software diagnostic testing, maintenance, technical and customer support. Demonstrate advanced technical knowledge of applications for supporting user requirements. Apply security concepts, tools and techniques.  "
NorthTec,704.D720,2," Articulate the rational of data mining in the context of information systems including decision tree techniques. Evaluate a range of classification techniques including regression analysis and supervised learning. Analyse and demonstrate clustering techniques Analyse the role of dimensionality reduction and associated techniques Evaluate a range of visualisation techniques  "
NorthTec,704.7D711,7," Discuss the fundamental characteristics of database management systems. Evaluate a specified database management system. Design and implement a database application to meet specifications. Tune a database to optimise transaction performance. Diagnose and resolve problems related to security, integrity, recovery and audit.  "
NorthTec,704.7T770,7," Evaluate current technologies used in distributed computing. Evaluate distributed computing technologies for a given situation. Assemble and configure a distributed computer system to demonstrate the technical feasibility of the solution.  "
NorthTec,704.6T660,6," Analyse the components of training. Plan, deliver and evaluate the effectiveness of a computer based interactive training programme to deliver a skill or topic. Presentation on the theory and practice of computer based training.  "
NorthTec,704.5O500,5," Demonstrate understanding of organisational entities. Demonstrate understanding of business planning. Apply theories and tools associated with accounting.  "
NorthTec,704.6D626,6," Explain the design principles of web sites and web pages including HTML standards, frames and styles. Implement and manage a range of design technologies. Describe, assess, implement and manage a range of server scripting. Implement and manage Structured Query Language (SQL) and Open Database Connectivity (ODBC) interface.  "
NorthTec,704.7I799,7," Develop all or a large part of an industry-standard, industry-based information system. Processes to ensure quality systems analysis of a professional standard.  "
NorthTec,704.5I500,5," Explain the nature, value and use of information and information systems. Describe the fundamentals of systems theory, types of information systems and their roles within organisations. Explain the role and structure of information systems departments. Explain the methodology used to develop automated business information systems. Explain the privacy issues relating to the implementation and use of information systems.  "
NorthTec,704.T725,2," Discuss the implications of security related issues including policies, confidentiality, integrity, availability, authenticity. Analyse the application of cryptography including basic number theory, symmetric key cryptosystems, public key cryptosystems, hash functions and key management. Examine the key principles and concepts relating to identification and authentication. Analyse key issues related to network and distributed systems. Evaluate advanced security issues and systems including malicious software, multi-level security, secure information systems, auditing and intrusion detection and prevention.  "
NorthTec,704.7I700,7," Evaluate the relationship between information systems and the structure of an organisation, its value chain, operating system model, culture and its environmental factors. Prepare a plan which defines the way an organisation will use information technology and systems to support the strategic aims of the organisation.  "
NorthTec,704.5I530,5," Define the nature of electronic commercial transactions.  Describe the types of technology needed to carry on commerce via electronic means including       software and hardware.  Identify and explain the security problems facing e-commerce and describe the mechanism and techniques available to combat these problems.  Integrate the use of technology and the prescripts of law (privacy, copy right and secured payment) into the conduct of e-commerce.   "
NorthTec,704.6O691,6," Produce a project plan meeting a defined specification.  Apply the steps and techniques used in project control. Produce professional documentation including a detailed project report. Produce an implementation plan for an information system to a pre-defined standard.  Prepare a feasibility analysis including a cost / benefit analysis.  "
NorthTec,704.6I600,6," Demonstrate proficiency in the use of a range of generic software tools to increase productivity in a business environment. Extract, disseminate and organise information to produce management reports to aid organisational decision making. Analyse a range of enterprise resource planning systems. Evaluate a range of transaction processing systems.  "
NorthTec,704.T655,5," Demonstrate an understanding and application of principles relating to a mobile platform and its development environment. Create a project working with a mobile platform’s development environment. Evaluate a range of interface designs and applications. Apply graphics and multimedia including location and maps, view and drawable animation. Apply a range of data management including file access, and database.  "
NorthTec,704.6T600,6," Evaluate a range of computer and data communications systems in organisations. Demonstrate an understanding of basic networking. Assemble and configure a local area network. Solve problems with local area networks.  "
NorthTec,704.6I630,6," Define the nature of electronic commercial transactions. Describe the types of technology needed to carry on commerce via electronic means including software and hardware. Identify and explain the security problems facing e-commerce and describe the mechanism and techniques available to combat these problems. Integrate the use of technology and the prescripts of law into the conduct of commerce electronically.  "
NorthTec,704.6D620,6," Analyse algorithm design in terms of principles of good design and performance. Model and design software typically required in industry. Implement processes to ensure quality software.  "
NorthTec,704.5D520,5," Apply programming concepts and tools to system management tasks.   Describe and explain procedural and object oriented programming. Apply principles of implementation (user testing, deployment). Demonstrate programming using core logic and mathematical concepts such as problem solving methods, critical thinking, abstract reasoning; and systems thinking.    "
NorthTec,704.6D600,6," Demonstrate effective use and understanding of procedural and Object Oriented programming.  Write applications using design patterns. Write applications using appropriate data structures and algorithms. Select and apply appropriate data validation techniques.    "
NorthTec,704.6O690,6," Demonstrate knowledge of introductory project management principles to projects. Apply project management principles to create project plans for simple projects. Apply project management principles to execute, monitor and control simple projects.  "
NorthTec,704.O560,6," Discuss the evolution of the development and applications of technology in society. Discuss the ethical issues and implications associated with the use of technology. Identify the legislative requirements relating to privacy and technology. Identify the legal, ethical and social issues relating to information systems and network security. Discuss the potential challenges and opportunities associated with technological advancement.  "
NorthTec,704.7I790,7," Formulate and justify a research question relevant to contemporary Information and communication technologies. Source and critically investigate a range of contemporary concepts and principles relevant to the research question.  Critically discuss concepts, technical issues and potential solutions relevant to the research question.  Present a critically reasoned response to the research question.   "
NorthTec,704.6I650,6," Explain the fundamentals of systems analysis and design. Design an information system to meet the specifications of a business case. Compare and contrast approaches to prototyping as an approach to systems development. Implement a range of processes to ensure quality systems design.  "
NMIT,COM502,5," Identify and explain how personal factors and behaviours can influence the communication process in business situations.Apply effective interpersonal communication skills in business situations.Demonstrate appropriate written and oral and visual presentation skills that are clear, concise, courteous and correct, using currently recognised business formats.Discuss the influence of culture on communication in an IT context.Identify and explain the professional, legal, and ethical principles and practices required to act in a socially responsible manner as an emerging IT professional. "
NMIT,CSA502,5," Explain the principles of computer systems architecture.Discuss the principles of operation of system hardware and software components for a current generation personal computer and explain how these components interact.Construct a current generation PC-based computer system that satisfies the requirements of a case study.Explain and apply safe working practices for computer systems construction.Identify and apply problem solving processes relevant to troubleshooting for PC-based hardware and software components.Use appropriate diagnostic tools, procedures and benchmark standards to optimise the configuration of components for a PC-based computer system. Describe and implement protocols used in basic foundation networking including internet concepts. "
NMIT,DAT502,5," Discuss how data is used in organisations.Outline the principles underlying database management systems.Apply the basic processes and techniques of database design.  Describe the management and administration of a relational database.Using a commercial database management system, create and use a small database. "
NMIT,DES501,5," Explore the operation of IT businesses.Identify a range of development life cycles used in IT.Describe the importance of information management for an organisation and implement a solution for a specific case study. Investigate the User experience (Ux) and usability concepts in IT and apply to a particular web case study using effective interface design . "
NMIT,NET502,5," Identify and discuss the main issues involved in computer networking in the business environment.Explain and discuss the application of fundamental network principles to the design of computer networks.Describe and use physical network components effectively within a computer network.Describe and use software components effectively within a computer network.Describe and explain the use of a range of Internetworking technologiesImplement a small client/server network, utilising a modern operating system. "
NMIT,OSA501,5," Understand key operating system concepts focussed on the areas of processor, memory, disk and network.Perform typical file management operations, including secure file access.Perform attended and unattended installations.Install and manage system software and services.Control and manage the boot process.Manage system disks. "
NMIT,SDV503,5," Outline the software design and development process.Select and apply a suitable design methodology to the development of a software application to satisfy set requirements.Select, explain and use number systems and data types in the design of software for set requirements.Use a programming language correctly and effectively to develop software applications for set projects.Compare and contrast selected examples of procedural and object oriented programming. "
NMIT,SDV502,5," Determine client acceptance requirements and data input and exports from existing system(s).Create, use and document a test plan for a solution to meet client requirements.Plan and implement a testing environment.Produce technical documentation for users and technical staff. "
NMIT,SYD502,5," Identify and discuss the principles of the systems development life cycle (SDLC).Explain the need for systems analysis and design within the systems development process.Explain the principles of effective IT systems analysis and design and the appropriate application of these in the systems development process.Create and interpret systems design and analysis documentation.Determine the need for and apply software development standards in analysis and design documentation. "
NMIT,TEC501,5," Discuss the basics of service standards, monitor service standards, and understand how management standards support exceptional customer service.Explain the core “best practices” of an IT service desk as a function and perform troubleshooting and resolve a range of common system problems using appropriate tools and procedures.Manage systems and applications to meet the performance, capacity, and business continuity requirements of an organisation.Identify and describe the issues of implementing service management processes into an organisation and creating a cycle of continuous improvement. "
NMIT,WEB503,5," Describe and discuss the operation of Internet components and the interrelationships between these components.Explain the design principles required for successful Internet web page development for static and dynamic Internet web pages and apply these principles to the development and evaluation of a range of different web pages.Explain the development principles required for successful Internet website development and apply these principles to the design and evaluation of websites.Apply the principles of development for web. "
NMIT,WEB502,5," Select an appropriate framework set for a given brief.Design a website for a particular framework.Separate content from presentation in the development of a website.Implement groups, roles and permissions within a website development.Select and manage a host and domain names.Identify and describe content types, entities and entity-relationships. "
NMIT,SCM501,5," Create, develop and maintain a personalised online presence - Use a personal domain to construct a professional social media presence, - Demonstrate familiarity with the range of social media vocabulary, tools and  spacesDemonstrate effective engagement in online communities  - Demonstrate the use of social media tools for a range of information dissemination and communication purposes, - Demonstrate appropriate etiquette in social media use.Understand the fundamental issues around online identities and behaviour. - Understand the ethical and, legal elements of social media use - Understand the safety and privacy issues of social media use.Demonstrate and critically evaluate the role of social media as a professional tool. - Evaluate social media for use in a personal/professional capacity - Integrate social media into an overall communications strategy - Identify strategies for effective implementation of social media - Understand how to watch for, and adapt to, changes in the use of social media "
NMIT,DAT601,6," Explain and evaluate the use of data modelling in information systems development.Implement a suitable database development methodology.Correctly use Structured Query Language (SQL) in the development of a relational database.Outline the fundamental principles of effective data management within an organisation. "
NMIT,DAT602,6," Analyse and evaluate an existing database application design.Apply Structured Query Language (SQL) to access and update a database.Design and implement a prototype single-user database application.Explain and compare different approaches to the management of effective concurrent data access. "
NMIT,NET603,6," Analyse and discuss corporate network and Internet-work principles, components and technologies.Evaluate and undertake the design activities required for building effective network systems.Evaluate and undertake the implementation and testing activities of network systems, by creating a complex client/server based network, utilising modern network operating systems.Evaluate and undertake network administration activities.Analyse and evaluate cloud solutions, then implement appropriate solutions into a complex client/server based network. "
NMIT,NET602,6," Analyse requirements, plan and implement an SME network for a given business problem.Understand, plan and implement fault tolerant core networking services.Understand, plan and implement additional services dependent on the core ICT platform.Analyse and critically evaluate technologies for an SME network. "
NMIT,PFW601,6," Identify, discuss and apply a range of advanced interpersonal communication skills typically used in an appropriate professional environment.Investigate and develop a persuasive case related to an appropriate and current issue and use advanced presentation skills, assisted by electronic media, to present that case.Identify common issues for users of technical manuals and address those issues through the design and production of a technical manual that meets a specified audience’s need.Identify an appropriate topic for research, carry out the location, selection and analysis of information from a variety of sources and produce two professionally written outputs from that research. "
NMIT,SDV601,6," Describe the principles of the object model and explain its application to software development.Apply object-oriented analysis tools and techniques appropriately to the development of software applications.Apply object-oriented design tools and techniques effectively to the design of software that meets the requirements of a set project brief.Explain the features of an object-oriented programming language that supports the object model and use this language correctly in the development of software.Apply the principles of object-oriented analysis (OOA) and object-oriented design (OOD) and object-oriented programming (OOP) to software development. "
NMIT,SDV602,6," Examine and show understanding of a new programming language and identify its purpose and characteristics.Demonstrate independence in the investigation and effective application of language syntax features.Effectively design and implement a software project in response to the requirements of a project brief.  The software produced will be of an intermediate to advanced level. "
NMIT,SEC602,6," Identify network attack strategies and defences.Discuss the principles of organisational security and describe the elements of effective security policies.Outline the technologies and uses of cryptographic standards and products.Identify network, and host based security technologies and practices.Describe with examples how wireless and remote access security is enforced.Describe the standards and products used to enforce security on web and communications technologies.Identify strategies for ensuring business continuity, fault tolerance, and disaster recovery and discuss relative strengths and weaknesses. "
NMIT,SYD601,6," Illustrate how different object-oriented tools and techniques are integrated within an information systems development methodology.Use integrated object-oriented techniques for systems analysis and design of an information system for a given situation.Use automated object-oriented tools for the recording and management of requirements for the analysis and design of an information system for a given situation.Utilize a methodological approach to create comprehensive analysis and design documentation for the analysis and design of an information system for a given situation. "
NMIT,WEB601,6," Compare and contrast server side environments, security mechanisms and protocols that are used to support a web server to serve dynamically generated content to a client web browser.Create server side dynamically generated web pages for specific business, computing or other specialist area. "
NMIT,MUV601,6," Use appropriate techniques and software tools to develop and evaluate interactive applications in an immersive multi-user environment.Investigate and evaluate interactive applications in immersive multi-user virtual environments.Critically analyse their own and others’ work and maintain a digital journal of their investigations and evaluations.Critically reflect on the potential, limitations and issues of working and using immersive multi-user environments. "
NMIT,DAT701,7," Design, document and implement conceptual, logical and physical models for a complex database system.Reflect on and justify the reasons for decisions made during the design process including the choice of the specific Database Management System (DBMS).Evaluate performance issues and methods of performance measurement for an enterprise database.Investigate historical and contemporary developments in database models and systems. "
NMIT,NET701,7," Evaluate a range of advanced technologies used to support large scale networked systems.Research emerging technologies and justify their potential role in enterprise ICT systems, and present this research in a well organised professional format.Critically evaluate the role of an ICT framework(s) for effective management and delivery of an enterprise ICT service. "
NMIT,NET702,7," Critically analyse cloud solutions.Outline current issues pertaining to cloud environments.Plan and configure a cloud solution.Plan and perform a cloud transition. "
NMIT,PRJ701,7," Work independently and apply analytical and critical decision making in the development of a project within a specialist field.Produce a comprehensive formal report recording all relevant project activity & outcomes.Present aspects of the project activity to an invited and diverse audience in a professional and informative manner.Reflect critically on the learning experiences of the project work. Note: specific learning outcomes may be related to types of projects, for example a development project would require the creation of a ‘computing product’. "
NMIT,PRJ702,7," Work independently and apply analytical and critical decision making in the development of a project within a specialist field.Plan, organise and implement the project in an effective and appropriate manner.Produce a comprehensive formal report recording all relevant project activity & outcomes.Make an oral presentation of the process and conclusions of the project.Reflect on the learning process as experiences throughout carrying out the project work. Note: specific learning outcomes may be related to types of projects, for example a development project would require the creation of a ‘computing product’. "
NMIT,RES701,7," Critically evaluate of the nature of research and the research process, (including sources of bias and ethical considerations).Critically analyse the sources of research evidence and demonstrate through critical appraisal how such evidence should be interpreted and evaluated.Apply their understanding of the basic issues involved to the determination and scoping of a useful research question.Apply their understanding of the basic principles of common research methods to the construction of an appropriate research design for a specific research question.Create an appropriate research proposal for an individually selected research question and approach. "
NMIT,SDV701,7," Select appropriate design patterns for a software development project, apply the design patterns and justify the choices made.Select an appropriate tiered application architecture design for a software development project, apply the design and justify the choices made.Evaluate the usefulness of object-oriented programming language features in the development of software for a range of uses.Design and develop a tiered software system using different software technologies that satisfies the requirements of a project brief.Evaluate the usefulness of a range of models of software development for tiered applications. "
NMIT,SYD701,7," Examine and explain a range of different contexts in which information system development occursExplore and critically analyse the fundamental concepts and application of differing systems development methodologiesSelect and apply methods and tools commonly used in the analysis and design of information systemsEvaluate the use of different methods and methodologies for the development of complex information systems. "
NMIT,WEB701,7," Analyse and critically compare a number of existing web application frameworks.Modify a database-driven dynamic application to meet specified requirements.Implement and then critically assess the use of a modern web technology in a specific business context.Research emerging web technologies and justify their potential role in advanced web systems in a range of different situations, and present the research in an appropriate format. "
NMIT,INF755,7," Critically investigate contemporary software and tools used in current project management practice. Plan, implement and complete projects on time, within budget and scope Model the skills involved in project quality, scope, time, cost, human resources, communications, risk, procurement, and integration management "
NMIT,SEC701,7," Analyse and critique a range of ICT system security concepts, issues, policies and techniques used in the contemporary corporate environment.Select, develop and implement effective strategies for securely protecting the IT system infrastructure and evaluate their use in the corporate environment.Develop and implement effective strategies to handle business system-security breaches and evaluate their use in a corporate environment. "
MIT,561.590,5," Demonstrate an understanding of the fundamentals of business principles and practices  Demonstrate an understanding of information systems concepts and practices to support and enhance organisational processes and systems Apply the essential elements of interaction design concepts and practice to enhance interface design particularly for Māori and Pasifika stakeholder groups Demonstrate an understanding of basic troubleshooting models Use appropriate tools and procedures to resolve a range of common system problems. "
MIT,502.521,5," Demonstrate an understanding of numeric and binary systems, and logical operators Apply problem-solving and decision-making techniques to design algorithms in order to solve problems innovatively Apply the principles of software development and implement simple software programs via a programming language Test, debug, and correct simple programs "
MIT,501.502,5," Demonstrate an understanding of professional, legal, and ethical principles and practices in the study of organisations with a focus on IT systems, people and processes.  Demonstrate an understanding of how effective communication can contribute to the achievement of an organisation’s wider IT strategy and goals.  Work effectively in a project team by facilitating team processes. Plan, execute and report on a team project. "
MIT,564.532,5," Demonstrate an understanding of business data, information, and database management systems; Explain components of data models, data modelling techniques and normalisation process; Design and implement a relational database for a simple business case; Apply a broad operational knowledge of database administration to meet typical organisational data storage and retrieval requirements. "
MIT,565.586,5," Demonstrate an understanding of the features and functionalities of the architecture of a computer. Discuss an operating system in terms of processes, memory management, file systems and resource management. Demonstrate the correct handling of computer hardware and install a computer system to meet organisational requirements. Configure and manage an operating system and a local area network to meet organisational requirements. Apply a broad operational knowledge of cloud services and virtualization to meet business needs. "
MIT,565.587,5," Demonstrate an understanding of the computer networking concepts. Demonstrate an understanding of the different networking protocols.  Demonstrate an understanding of the routing concepts in a computer network. Apply the operational knowledge and configure a computer network to meet organisational requirements.  Identify and analyse the fundamentals of security requirements in a computer network. "
MIT,565.588,5," Demonstrate an understanding of the IT support role to meet typical organisational IT support requirements. Demonstrate an understanding of the hardware resources and network connectivity to provide user support for an organisation. Configure systems and applications software to provide user support. Administer the hardware resources, network connectivity, systems and applications software to meet organisational requirements. Demonstrate an operational knowledge and understanding of IT service management. "
MIT,565.589,5," Demonstrate an operational knowledge of a network operating system along with its features. Apply a broad operational knowledge of essential services in a network operating system to meet business needs. Use Graphical User (GUI) and Command Line Interfaces (CLI) to administer a network operating system.  Perform common system administration tasks to meet organisational requirements. Implement secure access to system and network services. "
MIT,502.525,5," Apply the fundamentals of responsive web design and JavaScript Apply the fundamentals of web interface design using HTML and CSS Implement visually rich interactive dynamic web applications and publish them  Test, debug, and correct web applications "
MIT,502.524,5," Demonstrate an understanding of basic concepts, purpose and capabilities of business intelligence, and business values of data; Explain fundamental concepts of transformation of data to information to knowledge, and how values are generated; Understand basic tenets of decision-making systems; Aggregate data for creating decision support reports from multiple entities and sources; and Perform decision scenario analysis. "
MIT,502.522,5," Understand the concepts and underlying principles of Object-Oriented Programming  Apply an Object-Oriented programming language Code Object-Oriented software solutions for small systems involving multiple objects Correct, test and debug Object-Oriented programs "
MIT,502.523,5," Understand the concepts and underlying principles of Object-Oriented Development Gather data and information to analyse and specify the requirements of a system Build abstract and detailed models using UML diagrams to represent a software solution Design Object-Oriented software solutions for small systems involving multiple objects using UML diagrams "
MIT,561.645,6," Evaluate the major ethical considerations facing information technology professionals Explore major areas of IT compliance and governance, including current legislation, licensing and professional bodies such as IITP, ACM, IEEE,  IFIP, TUANZ and NZTech Examine the significance of Te Tiriti o Waitangi to the IT industry in New Zealand. Critically reflect on personal performance exhibited during this course, based on given criteria including professional attitude and work related performance appropriate for the IT industry.  Demonstrate professional behaviour by applying communication, information design, personal, and interpersonal skills in an organisational context. "
MIT,563.683,6," Apply the knowledge areas of project management to a specified IT change management project. Use appropriate software to develop a project plan which incorporates a Gantt chart, scheduled activities and assigned resources, including people, equipment and their relevant costs. Work effectively in a diverse team to optimise a specified IT change management project for cost, time and resource workload. Report on an IT change management project to a client and/or relevant stakeholders using and justifying an appropriate format and obtain feedback from the client and/or relevant stakeholders.  Critically reflect on their team’s performance based on given criteria including attitude and work related performance evaluation appropriate for the IT industry.  Demonstrate professional behaviour by applying communication, information design, personal, and interpersonal skills in an organisational context. "
MIT,565.689,6," Demonstrate an understanding of the advanced features of a server-based infrastructure. Analyse data storage options, and implement storage and file services in a distributed environment. Deploy high availability servers and server-based software. Implement a server-based virtualization infrastructure and private cloud to support organisational requirements. "
MIT,565.690,6," Demonstrate an understanding of major aspects of an organisational network infrastructure including options for data storage. Implement technologies for systems and network services to meet organisational requirements. Analyse the requirements and implement an organisational network infrastructure to meet organisational needs.  Demonstrate an understanding of network infrastructure administration and troubleshooting. Conduct requirement analysis, and administer routing and remote access in a network infrastructure. "
MIT,565.691,6," Review and explain the major elements of a directory service. Demonstrate an ability to plan, implement and manage a directory service including identity management and replication in a distributed environment. Implement and manage a file system in a server-based virtualization infrastructure. Implement security, centralized management policies and group policies in a directory service to meet organisational requirements. "
MIT,562.616,6," Demonstrate an understanding of the automated deployment strategies, tools and technologies. Analyse the requirements of automated system and application software deployment in an organisational network.  Plan and implement an operating system and an application software in a network to meet organisational requirements. Troubleshoot an automated system and application software deployment procedure and report the findings to support efficient organisational operations. "
